Campaign_ID,Company,Campaign_Type,Target_Audience,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date,CTR
146644,Alpha Innovations,Social Media,All Ages,45 days,Google Ads,0.07,12658.0,7.83,Los Angeles,French,773,5087,7,Health & Wellness,2021-10-06,0.1519559661883232
90878,DataTech Solutions,Influencer,Women 25-34,30 days,Facebook,0.12,14146.0,4.87,Chicago,German,911,6529,9,Foodies,2021-12-24,0.13953132179506816
69492,DataTech Solutions,Search,Women 25-34,60 days,Email,0.08,19571.0,6.59,Miami,French,887,5159,8,Fashionistas,2021-05-22,0.17193254506687342
168331,Innovate Industries,Email,Men 25-34,15 days,YouTube,0.11,7966.0,3.66,Miami,Spanish,763,8766,2,Fashionistas,2021-03-07,0.08704083960757472
130129,TechCorp,Influencer,Men 25-34,15 days,Instagram,0.02,5968.0,2.99,Los Angeles,German,380,6645,6,Health & Wellness,2021-07-08,0.05718585402558315
134362,NexGen Systems,Social Media,Men 18-24,45 days,YouTube,0.05,17661.0,2.87,Chicago,English,613,2503,4,Health & Wellness,2021-02-11,0.24490611266480225
80664,TechCorp,Social Media,All Ages,45 days,YouTube,0.1,17753.0,5.93,Miami,French,374,7449,7,Tech Enthusiasts,2021-12-30,0.050208081621694184
192062,Alpha Innovations,Search,All Ages,45 days,Facebook,0.11,16674.0,6.11,New York,Mandarin,511,1384,10,Foodies,2021-03-13,0.36921965317919075
193676,TechCorp,Influencer,Men 18-24,15 days,Instagram,0.15,16113.0,6.99,Houston,French,907,4834,3,Foodies,2021-08-14,0.18762929251137775
126825,DataTech Solutions,Email,Women 35-44,45 days,Instagram,0.05,11575.0,3.45,Houston,French,144,4066,8,Outdoor Adventurers,2021-06-19,0.03541564190850959
149969,Innovate Industries,Search,Men 25-34,45 days,Facebook,0.01,19539.0,7.47,Los Angeles,French,781,4924,1,Outdoor Adventurers,2021-11-15,0.15861088545897645
148485,DataTech Solutions,Email,Women 25-34,15 days,Email,0.13,6516.0,5.79,Miami,German,761,5886,10,Tech Enthusiasts,2021-10-22,0.1292898402990146
60365,TechCorp,Influencer,All Ages,45 days,Facebook,0.07,6837.0,6.06,Chicago,English,300,9695,6,Tech Enthusiasts,2021-05-20,0.030943785456420837
8628,Innovate Industries,Search,All Ages,60 days,Facebook,0.07,5811.0,3.16,Chicago,English,430,7551,1,Health & Wellness,2021-08-21,0.05694609985432393
132791,TechCorp,Search,Women 25-34,45 days,Instagram,0.04,17095.0,7.43,Chicago,Spanish,800,8821,2,Tech Enthusiasts,2021-10-23,0.09069266523069947
26228,Innovate Industries,Social Media,Men 18-24,15 days,Google Ads,0.11,13908.0,7.53,New York,Spanish,487,4423,5,Foodies,2021-11-09,0.11010626271761248
23536,DataTech Solutions,Display,Women 35-44,45 days,Instagram,0.13,9400.0,5.92,New York,English,172,4349,9,Health & Wellness,2021-06-25,0.03954932168314555
84505,DataTech Solutions,Influencer,Women 25-34,30 days,Email,0.06,8715.0,6.86,Miami,Mandarin,266,2003,10,Outdoor Adventurers,2021-07-09,0.1328007988017973
69821,Innovate Industries,Search,Men 18-24,30 days,Instagram,0.1,5992.0,4.81,Houston,English,264,8155,4,Outdoor Adventurers,2021-04-16,0.03237277743715512
59607,DataTech Solutions,Influencer,All Ages,45 days,Facebook,0.12,10458.0,5.18,Houston,German,802,8650,9,Tech Enthusiasts,2021-04-22,0.09271676300578034
147813,Alpha Innovations,Influencer,All Ages,15 days,Google Ads,0.01,13743.0,5.1,Chicago,English,395,7493,1,Fashionistas,2021-12-19,0.05271586814360069
23091,Innovate Industries,Email,Men 18-24,45 days,Email,0.09,19769.0,4.67,Houston,English,716,1659,10,Fashionistas,2021-04-06,0.43158529234478604
151277,NexGen Systems,Email,Men 25-34,45 days,Email,0.02,10763.0,7.47,New York,German,389,1545,6,Outdoor Adventurers,2021-06-16,0.2517799352750809
44267,DataTech Solutions,Search,Men 18-24,15 days,Facebook,0.15,14126.0,6.44,Chicago,English,558,2933,3,Foodies,2021-04-12,0.1902488919195363
163243,DataTech Solutions,Search,Men 25-34,45 days,YouTube,0.04,10654.0,7.65,Los Angeles,Spanish,613,7278,4,Tech Enthusiasts,2021-03-29,0.08422643583402034
53131,NexGen Systems,Social Media,All Ages,30 days,YouTube,0.14,16816.0,7.29,Los Angeles,Mandarin,382,4163,6,Health & Wellness,2021-07-25,0.09176074945952438
134068,TechCorp,Social Media,Women 35-44,45 days,Instagram,0.05,6914.0,3.26,Miami,Spanish,794,6172,7,Tech Enthusiasts,2021-04-23,0.1286454957874271
135195,DataTech Solutions,Email,Men 25-34,30 days,Google Ads,0.13,12776.0,2.29,Chicago,English,188,6404,1,Foodies,2021-05-25,0.029356652092442224
137149,NexGen Systems,Email,Women 25-34,45 days,Email,0.06,5103.0,7.93,New York,French,785,3211,1,Fashionistas,2021-10-01,0.2444721270632202
10257,DataTech Solutions,Email,All Ages,30 days,Google Ads,0.13,9538.0,3.88,Houston,Spanish,760,5660,2,Health & Wellness,2021-02-06,0.13427561837455831
194981,TechCorp,Influencer,Women 25-34,30 days,Instagram,0.03,9275.0,4.59,New York,German,874,2653,8,Foodies,2021-03-12,0.3294383716547305
17710,NexGen Systems,Influencer,Women 25-34,30 days,YouTube,0.05,11298.0,3.75,New York,German,959,5325,6,Fashionistas,2021-07-09,0.18009389671361503
131943,Innovate Industries,Social Media,Men 18-24,60 days,YouTube,0.11,18706.0,3.07,Chicago,French,215,5105,7,Outdoor Adventurers,2021-06-27,0.04211557296767875
118272,Alpha Innovations,Search,Women 25-34,60 days,Email,0.04,13447.0,2.19,Miami,Mandarin,729,2330,5,Outdoor Adventurers,2021-01-12,0.3128755364806867
32951,NexGen Systems,Influencer,Women 35-44,45 days,Email,0.12,17618.0,2.02,Miami,Mandarin,570,3230,7,Outdoor Adventurers,2021-04-11,0.17647058823529413
37512,Alpha Innovations,Display,Women 35-44,30 days,YouTube,0.04,15419.0,3.73,Miami,Mandarin,510,8446,7,Fashionistas,2021-10-09,0.060383613544873316
2634,DataTech Solutions,Display,All Ages,60 days,Facebook,0.11,13644.0,5.61,Chicago,English,558,9654,9,Outdoor Adventurers,2021-03-20,0.057799875699192045
83160,Alpha Innovations,Social Media,Women 35-44,15 days,Instagram,0.12,12648.0,5.01,Chicago,English,833,8639,8,Outdoor Adventurers,2021-11-01,0.09642319712929737
105998,TechCorp,Social Media,Men 18-24,15 days,Email,0.06,10707.0,3.1,Chicago,Mandarin,893,4977,6,Fashionistas,2021-05-28,0.1794253566405465
121030,Alpha Innovations,Email,All Ages,45 days,YouTube,0.08,9780.0,6.22,Chicago,German,396,6989,10,Tech Enthusiasts,2021-08-03,0.05666046644727429
166385,Innovate Industries,Search,Women 35-44,30 days,Email,0.15,15482.0,3.84,Houston,French,558,9683,4,Tech Enthusiasts,2021-11-06,0.05762676856346174
129736,TechCorp,Email,Women 35-44,60 days,YouTube,0.11,18992.0,5.18,Los Angeles,Spanish,617,5677,4,Foodies,2021-06-10,0.10868416417121719
118111,DataTech Solutions,Display,Men 25-34,45 days,Instagram,0.1,8073.0,7.13,Miami,English,743,3071,3,Foodies,2021-08-04,0.24194073591663953
156398,Innovate Industries,Search,Men 18-24,45 days,Google Ads,0.1,5158.0,2.71,New York,German,857,8829,5,Foodies,2021-06-27,0.09706648544569034
182109,DataTech Solutions,Search,Women 25-34,60 days,Website,0.09,7227.0,4.77,Houston,German,540,3859,8,Tech Enthusiasts,2021-12-05,0.13993262503239182
126187,TechCorp,Search,Women 25-34,45 days,YouTube,0.08,7871.0,7.63,Los Angeles,English,397,1787,4,Outdoor Adventurers,2021-09-19,0.2221600447677672
61376,NexGen Systems,Search,Men 18-24,15 days,Instagram,0.04,15720.0,5.66,Houston,French,418,8059,8,Outdoor Adventurers,2021-02-25,0.051867477354510486
56145,NexGen Systems,Email,Men 18-24,15 days,Website,0.12,14140.0,7.7,New York,German,160,1007,4,Tech Enthusiasts,2021-10-27,0.15888778550148958
178248,TechCorp,Display,Men 18-24,45 days,Facebook,0.05,11318.0,6.78,New York,German,428,4274,8,Tech Enthusiasts,2021-05-08,0.100140383715489
102880,Innovate Industries,Influencer,Women 35-44,45 days,Instagram,0.11,9534.0,7.06,Chicago,German,888,1117,5,Fashionistas,2021-11-11,0.7949865711727843
172988,NexGen Systems,Email,All Ages,45 days,Website,0.09,6650.0,7.01,Los Angeles,Mandarin,379,9326,6,Foodies,2021-12-09,0.04063907355779541
84072,Innovate Industries,Social Media,Women 35-44,60 days,Google Ads,0.06,14460.0,6.69,Chicago,Mandarin,696,6347,1,Foodies,2021-05-02,0.10965810619190168
195223,Alpha Innovations,Email,Men 18-24,15 days,YouTube,0.04,5989.0,2.09,New York,German,329,6851,7,Health & Wellness,2021-11-09,0.04802218654211064
26181,Innovate Industries,Search,Men 18-24,45 days,Facebook,0.06,16544.0,5.09,Houston,English,282,1222,9,Tech Enthusiasts,2021-09-23,0.23076923076923078
141425,TechCorp,Email,Women 25-34,45 days,YouTube,0.11,16351.0,5.84,New York,Mandarin,130,3036,1,Fashionistas,2021-06-19,0.04281949934123847
62808,DataTech Solutions,Social Media,Men 18-24,60 days,Website,0.12,15680.0,4.74,New York,German,528,6862,10,Fashionistas,2021-01-28,0.07694549693966773
72155,Alpha Innovations,Influencer,Women 25-34,30 days,Google Ads,0.03,6361.0,7.7,Chicago,English,228,6463,4,Fashionistas,2021-09-07,0.035277734798081384
14424,TechCorp,Search,Men 25-34,15 days,Email,0.13,5197.0,7.23,New York,English,629,6921,6,Health & Wellness,2021-07-08,0.09088282040167606
121698,Innovate Industries,Social Media,Women 35-44,60 days,Instagram,0.03,13050.0,3.76,Los Angeles,Spanish,336,1926,2,Health & Wellness,2021-06-02,0.17445482866043613
46733,TechCorp,Display,All Ages,15 days,Instagram,0.08,12092.0,5.92,Miami,English,235,6048,7,Fashionistas,2021-01-13,0.03885582010582011
11200,NexGen Systems,Social Media,Women 25-34,15 days,Facebook,0.02,18171.0,5.52,New York,French,404,8634,8,Foodies,2021-09-07,0.04679175353254575
187265,NexGen Systems,Email,Women 25-34,15 days,Website,0.12,13954.0,7.9,Houston,German,382,5926,3,Fashionistas,2021-01-20,0.06446169422882214
12845,Alpha Innovations,Social Media,All Ages,30 days,Facebook,0.11,15038.0,5.03,Houston,German,230,2573,8,Foodies,2021-03-11,0.08938981733385154
6997,Alpha Innovations,Influencer,Men 25-34,60 days,Email,0.08,7537.0,7.15,Chicago,French,860,7087,4,Tech Enthusiasts,2021-03-03,0.12134894877945535
5867,NexGen Systems,Search,Women 25-34,30 days,YouTube,0.02,11488.0,4.78,Los Angeles,Spanish,805,7105,7,Outdoor Adventurers,2021-01-27,0.11330049261083744
140543,DataTech Solutions,Influencer,Men 25-34,15 days,Google Ads,0.04,11222.0,5.49,Chicago,German,148,7103,3,Fashionistas,2021-01-18,0.020836266366324088
92981,DataTech Solutions,Display,Women 35-44,15 days,Facebook,0.05,14029.0,3.7,Los Angeles,French,419,3677,5,Outdoor Adventurers,2021-09-28,0.11395159097090019
19490,TechCorp,Social Media,All Ages,30 days,YouTube,0.05,19123.0,7.4,Los Angeles,Spanish,242,1265,10,Health & Wellness,2021-05-25,0.19130434782608696
84380,Alpha Innovations,Influencer,Men 18-24,15 days,Email,0.12,15982.0,2.5,Miami,English,687,6065,7,Tech Enthusiasts,2021-03-06,0.11327287716405605
48575,DataTech Solutions,Email,All Ages,45 days,Email,0.02,14984.0,7.88,Los Angeles,Mandarin,916,8021,3,Foodies,2021-01-30,0.11420022441092133
105632,Innovate Industries,Influencer,All Ages,45 days,YouTube,0.14,12344.0,6.68,New York,French,568,9685,1,Foodies,2021-05-27,0.058647392875580795
171163,TechCorp,Email,All Ages,60 days,Website,0.11,17032.0,6.88,Chicago,French,861,9035,8,Tech Enthusiasts,2021-12-09,0.09529607083563918
69537,NexGen Systems,Social Media,Women 25-34,30 days,Facebook,0.02,7892.0,6.63,Los Angeles,French,718,7490,3,Fashionistas,2021-07-06,0.0958611481975968
117588,Alpha Innovations,Social Media,All Ages,30 days,Website,0.14,17839.0,5.61,Houston,English,536,7259,6,Foodies,2021-02-27,0.07383937181429949
117026,TechCorp,Display,Men 18-24,45 days,YouTube,0.14,6897.0,4.67,Chicago,French,249,2245,6,Foodies,2021-08-14,0.110913140311804
1041,TechCorp,Search,Women 25-34,45 days,Facebook,0.04,19324.0,7.98,Houston,French,886,2683,7,Outdoor Adventurers,2021-11-07,0.3302273574357063
145332,NexGen Systems,Search,Women 35-44,60 days,YouTube,0.14,18743.0,2.39,Los Angeles,Mandarin,381,6789,3,Health & Wellness,2021-03-03,0.05612019443216969
150237,DataTech Solutions,Email,Men 18-24,15 days,Instagram,0.1,15658.0,4.93,Miami,English,342,8807,1,Outdoor Adventurers,2021-08-10,0.03883274667877824
30335,NexGen Systems,Display,Women 35-44,60 days,Email,0.05,5908.0,3.27,Chicago,German,816,9929,9,Outdoor Adventurers,2021-02-09,0.08218350287037969
161536,NexGen Systems,Search,Women 25-34,30 days,Facebook,0.1,16362.0,3.82,New York,English,635,9944,2,Fashionistas,2021-07-25,0.06385760257441674
27856,Innovate Industries,Influencer,Women 35-44,30 days,Instagram,0.11,17550.0,2.81,Houston,French,247,6859,5,Outdoor Adventurers,2021-04-26,0.036011080332409975
142870,DataTech Solutions,Social Media,Women 35-44,45 days,Email,0.02,14998.0,6.85,Houston,French,286,8763,1,Outdoor Adventurers,2021-06-04,0.032637224694739245
141058,NexGen Systems,Search,Women 25-34,15 days,Email,0.11,13764.0,3.93,Chicago,German,833,2373,4,Outdoor Adventurers,2021-06-17,0.35103244837758113
68103,Innovate Industries,Social Media,Men 18-24,15 days,Website,0.12,18260.0,7.66,Houston,French,107,4232,2,Foodies,2021-08-01,0.025283553875236293
174739,Alpha Innovations,Email,All Ages,30 days,Google Ads,0.1,5850.0,3.72,Los Angeles,French,337,6848,1,Tech Enthusiasts,2021-09-26,0.04921144859813084
139435,Innovate Industries,Display,Men 18-24,30 days,Google Ads,0.05,16547.0,7.88,Miami,Mandarin,806,6920,9,Health & Wellness,2021-01-05,0.11647398843930636
90513,NexGen Systems,Influencer,Men 25-34,60 days,Google Ads,0.14,11804.0,7.62,New York,English,113,4917,10,Tech Enthusiasts,2021-12-24,0.0229814927801505
31839,TechCorp,Email,All Ages,60 days,Email,0.1,9920.0,4.77,Los Angeles,German,825,4572,3,Outdoor Adventurers,2021-03-25,0.18044619422572178
148181,NexGen Systems,Social Media,Men 25-34,60 days,YouTube,0.11,18152.0,7.04,Miami,English,323,5385,7,Health & Wellness,2021-12-22,0.05998142989786444
28511,TechCorp,Email,Men 25-34,60 days,Google Ads,0.09,12192.0,6.77,Houston,English,900,4470,4,Health & Wellness,2021-02-10,0.20134228187919462
30727,DataTech Solutions,Display,Women 35-44,15 days,YouTube,0.02,16853.0,5.82,Houston,Spanish,530,2493,7,Fashionistas,2021-03-08,0.2125952667468913
131512,Alpha Innovations,Display,All Ages,30 days,Facebook,0.13,11543.0,3.79,Miami,Spanish,672,6315,4,Health & Wellness,2021-04-22,0.10641330166270783
9787,Alpha Innovations,Email,Men 25-34,15 days,Google Ads,0.07,7672.0,5.98,Houston,Mandarin,523,2823,6,Foodies,2021-10-24,0.1852639036486008
172118,NexGen Systems,Social Media,Men 18-24,60 days,Facebook,0.13,12674.0,2.38,Chicago,Mandarin,627,8759,9,Tech Enthusiasts,2021-07-22,0.07158351409978309
13362,DataTech Solutions,Search,Women 35-44,15 days,Google Ads,0.13,8748.0,7.45,Houston,French,687,9473,2,Tech Enthusiasts,2021-08-10,0.07252190435975932
50715,Innovate Industries,Email,Men 18-24,60 days,YouTube,0.07,17776.0,6.92,New York,Mandarin,283,5223,6,Outdoor Adventurers,2021-12-11,0.054183419490714146
1551,TechCorp,Display,Women 25-34,60 days,Facebook,0.01,6311.0,6.34,Miami,English,169,5535,9,Outdoor Adventurers,2021-04-01,0.030532971996386632
152231,Innovate Industries,Search,Women 25-34,30 days,Facebook,0.05,8341.0,3.56,New York,Spanish,933,3385,4,Outdoor Adventurers,2021-01-26,0.2756277695716396
5638,DataTech Solutions,Email,All Ages,60 days,Instagram,0.13,7321.0,6.66,Chicago,Spanish,861,5813,5,Tech Enthusiasts,2021-06-12,0.14811629107173577
169778,Innovate Industries,Search,Men 25-34,60 days,Website,0.09,12477.0,3.17,Houston,German,403,9392,3,Foodies,2021-02-22,0.04290885860306644
165430,TechCorp,Email,All Ages,15 days,Facebook,0.13,15728.0,3.8,Miami,English,824,8824,5,Foodies,2021-03-26,0.09338168631006347
101406,TechCorp,Search,All Ages,30 days,Website,0.06,16025.0,2.78,Houston,French,512,9103,7,Health & Wellness,2021-10-28,0.05624519389212348
24383,NexGen Systems,Influencer,Women 25-34,30 days,Instagram,0.14,17470.0,2.66,New York,English,534,6378,9,Outdoor Adventurers,2021-10-20,0.08372530573847602
143976,NexGen Systems,Influencer,All Ages,30 days,Email,0.08,5580.0,4.75,Houston,Spanish,523,7861,3,Health & Wellness,2021-06-15,0.0665309757028368
126007,DataTech Solutions,Email,Men 25-34,60 days,Website,0.06,5817.0,7.72,Chicago,French,130,7638,6,Fashionistas,2021-03-23,0.01702016234616392
47958,Alpha Innovations,Display,Women 35-44,60 days,Google Ads,0.11,9829.0,7.85,New York,English,212,3163,4,Tech Enthusiasts,2021-05-23,0.06702497628833386
72050,NexGen Systems,Email,Men 25-34,45 days,YouTube,0.04,9926.0,6.9,Miami,German,323,4718,4,Foodies,2021-05-25,0.06846121237812633
30595,TechCorp,Email,Men 18-24,15 days,Facebook,0.05,16242.0,7.52,Los Angeles,German,107,6309,7,Foodies,2021-10-27,0.016959898557616104
73088,TechCorp,Email,All Ages,15 days,Instagram,0.08,6488.0,4.5,Miami,French,521,6189,7,Foodies,2021-03-29,0.08418161253837454
15921,TechCorp,Email,All Ages,45 days,Email,0.13,9152.0,2.23,Chicago,Spanish,456,1167,2,Health & Wellness,2021-08-14,0.390745501285347
31926,DataTech Solutions,Social Media,Men 18-24,15 days,Facebook,0.1,10217.0,3.09,Miami,English,196,1394,10,Tech Enthusiasts,2021-06-20,0.1406025824964132
134864,DataTech Solutions,Influencer,Women 35-44,30 days,Website,0.13,18726.0,6.88,Chicago,English,836,4373,5,Foodies,2021-06-28,0.19117310770638005
153029,DataTech Solutions,Social Media,Men 18-24,60 days,YouTube,0.13,9632.0,3.09,Los Angeles,Mandarin,424,9623,7,Foodies,2021-04-04,0.04406110360594409
49393,Alpha Innovations,Email,Women 25-34,60 days,Email,0.08,15604.0,7.57,Chicago,Spanish,706,4609,5,Health & Wellness,2021-04-28,0.153178563679757
184254,NexGen Systems,Email,Men 25-34,60 days,Google Ads,0.07,7679.0,7.62,New York,Mandarin,659,3714,3,Outdoor Adventurers,2021-10-21,0.17743672590199247
3886,DataTech Solutions,Social Media,Women 35-44,60 days,Google Ads,0.01,9297.0,7.66,Los Angeles,French,910,6860,4,Outdoor Adventurers,2021-08-24,0.1326530612244898
157757,TechCorp,Email,All Ages,45 days,Website,0.11,5896.0,4.83,Los Angeles,German,733,6237,3,Tech Enthusiasts,2021-03-18,0.1175244508577842
33870,Alpha Innovations,Influencer,All Ages,45 days,Instagram,0.11,17121.0,3.41,Houston,French,596,4377,4,Foodies,2021-10-17,0.1361663239661869
168813,DataTech Solutions,Display,All Ages,45 days,Website,0.04,18952.0,7.64,Miami,Mandarin,501,8132,7,Tech Enthusiasts,2021-07-02,0.06160846040334481
37610,DataTech Solutions,Influencer,Women 25-34,30 days,Instagram,0.08,9209.0,7.56,Houston,German,750,9905,4,Foodies,2021-01-15,0.0757193336698637
49008,NexGen Systems,Search,Women 25-34,30 days,Instagram,0.13,10460.0,5.55,Los Angeles,French,918,7354,7,Outdoor Adventurers,2021-04-08,0.12483002447647538
107262,DataTech Solutions,Influencer,Men 25-34,30 days,Email,0.09,6055.0,3.06,New York,English,661,6598,2,Outdoor Adventurers,2021-11-13,0.10018187329493786
31814,DataTech Solutions,Email,Men 18-24,15 days,Email,0.02,17689.0,7.74,Los Angeles,French,776,5831,10,Tech Enthusiasts,2021-02-28,0.13308180415023152
78802,NexGen Systems,Email,Women 35-44,15 days,Website,0.08,16601.0,7.28,New York,Spanish,492,3928,5,Fashionistas,2021-11-23,0.12525458248472504
163249,TechCorp,Display,Men 18-24,30 days,Facebook,0.08,19626.0,3.33,Houston,French,459,7661,10,Fashionistas,2021-04-04,0.05991384936692338
52886,TechCorp,Influencer,All Ages,15 days,YouTube,0.14,18298.0,7.34,Miami,Spanish,314,6171,10,Foodies,2021-11-22,0.05088316318262842
100250,Alpha Innovations,Display,Men 18-24,30 days,Google Ads,0.06,14991.0,7.48,Los Angeles,Spanish,693,7588,4,Foodies,2021-08-28,0.09132841328413284
65098,DataTech Solutions,Email,Women 25-34,15 days,Instagram,0.03,11802.0,5.67,Houston,Spanish,727,7353,8,Fashionistas,2021-05-08,0.09887120903032776
28908,Alpha Innovations,Display,Women 25-34,45 days,Email,0.07,19023.0,7.94,New York,Mandarin,368,8778,6,Foodies,2021-03-14,0.04192298929141034
177007,NexGen Systems,Influencer,Women 25-34,30 days,Website,0.13,5916.0,6.01,Chicago,French,744,4774,10,Foodies,2021-12-13,0.15584415584415584
165491,TechCorp,Social Media,Men 18-24,60 days,Website,0.09,7034.0,6.23,Houston,Mandarin,155,4872,3,Health & Wellness,2021-05-26,0.0318144499178982
189144,NexGen Systems,Social Media,Women 35-44,30 days,Facebook,0.1,11544.0,6.95,Los Angeles,Mandarin,685,3527,7,Fashionistas,2021-03-15,0.1942160476325489
93088,TechCorp,Display,Men 18-24,30 days,Google Ads,0.09,13365.0,5.93,Miami,German,309,6497,1,Tech Enthusiasts,2021-01-13,0.047560412498076035
54904,DataTech Solutions,Search,All Ages,60 days,Website,0.09,18354.0,2.35,Los Angeles,German,293,7177,5,Health & Wellness,2021-06-03,0.04082485718266685
